,cr1-cr-other,cr2-cr-other,cr3-cr-other,cr3-i1,cr3-i2,cr3-i3,cr3-i6,cr4-cr-other,cr5-cr-other,cr5-i1,cr5-i4,cr5-i5,cr5-i7,cr5-i9,cr6-i1,"ft1-ft-other::
# of people wanted","ft2-ft-other::
name of team","ft3-ft-other::
team project focus","ft4-ft-other::
team project technology","ft5-i1::
front end wanted","ft5-i2::
back end wanted","ft5-i3::
data scientist wanted","ft5-i4::
designer wanted","ft5-i5::
ios person wanted","ft5-i6::
other roles wanted","ft5-i7::
web dev wanted","ft6-ft-other::
team project experience","ft7-ft-other::
team emails",other interest: ai,other interest: educ,other interest: technolog,other languages: matlab,"q1-i10::
fashion","q1-i11::
sports","q1-i12::
arts","q1-i1::
finance","q1-i2::
politics","q1-i3::
health","q1-i4::
travel","q1-i5::
entertainment","q1-i6::
music","q1-i7::
economics","q1-i8::
social issues","q1-i9::
gaming","q1-other::
other interest","q2-i1::
front end engineer","q2-i2::
back end engineer","q2-i3::
data scientist","q2-i4::
designer","q2-i5::
ios","q2-i6::
andriod","q2-other::
other role","q3-i10::
game dev","q3-i1::
web app dev","q3-i2::
mobile app dev","q3-i3::
data mining","q3-i4::
machine intel","q3-i5::
computer networks","q3-i6::
algorithm design","q3-i7::
vr/ar","q3-i8::
hardware","q3-i9::
IoT","q3-other::
other experience","q4-i10::
scala","q4-i1::
html","q4-i2::
js","q4-i3::
java","q4-i4::
c++","q4-i5::
python","q4-i6::
ruby","q4-i7::
c#","q4-i8::
sql","q4-i9::
swift","q4-other::
other languages","q5-i1::
communication skills","q5-i2::
design skills","q5-i3::
presentation skills","q5-i4::
project management skills","q6-i1::
have fun","q6-i2::
learn tech","q6-i3::
win","q6-i4::
socialize","q7-i1::
great code","q7-i2::
great concept","q7-i3::
great design","q7-i4::
great presentation","team join::
if want to join a team","team::
if have team","teammates::
if looking for teammate",uid
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,,,,Social Issues,,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,,Completed multiple projects/courses,Completed one project/course,No experience,,,Some experience,,Some experience,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,,,,,,Some experience,,5,5,4,5,4,5,3,5,5,5,3,3,true,false,,59e92b258dd4091849b47081
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,,,Economics,,Gaming,Technologies,Front-end Engineer,Back-end Engineer,,,iOS,,,,,,,,,,,,,,,,,,Some experience,Some experience,,,,,Pascal,4,3,3,2,4,5,5,5,4,4,4,4,true,false,,59e930528dd4091849b47082
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,Economics,Social Issues,Gaming,,,Back-end Engineer,,,,,,Some experience,,,,,,Completed one project/course,,Some experience,Some experience,,,,,Completed one project/course,,,,,,,,4,3,5,4,4,5,2,3,4,3,3,3,true,false,,59e949ff8dd4091849b47085
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,Social Issues,,,,,,,,,,,,,Some experience,Completed multiple projects/courses,Some experience,Some experience,,Completed multiple projects/courses,Completed one project/course,,Some experience,No experience,,Some experience,Completed one project/course,Completed multiple projects/courses,,,,Some experience,,4,3,4,2,5,4,3,5,4,5,4,5,true,false,,59e9537b8dd4091849b47088
193,BU,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,Fashion,,,Finance,,Health,,,,Economics,,,,Front-end Engineer,Back-end Engineer,,,,,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,Completed multiple projects/courses,Some experience,,Some experience,Completed multiple projects/courses,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Some experience,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,,4,4,4,4,5,5,3,4,3,4,4,4,false,false,true,59e9554c8dd4091849b47089
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,59ea1a3e8dd4091849b47094
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,Health,Travel,,,,Social Issues,,,Front-end Engineer,,Data Scientist,Designer,iOS,,,,Completed multiple projects/courses,,Completed multiple projects/courses,Some experience,Some experience,,No experience,,,,,Some experience,,Completed one project/course,,Completed one project/course,,,Completed multiple projects/courses,,,3,3,4,4,5,2,,5,2,2,3,4,true,false,,59ea33c28dd4091849b4709b
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,Health,,Entertainment,,,,Gaming,,,,Data Scientist,,,,,,,,Some experience,,Some experience,Some experience,Some experience,Some experience,,,,,Completed one project/course,,Some experience,,,Some experience,,,,4,3,3,3,5,4,2,4,4,4,4,3,true,false,,59eafb8d8dd4091849b470ac
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,,,Economics,,Gaming,,Front-end Engineer,Back-end Engineer,,,,Android,,Some experience,Completed multiple projects/courses,Completed one project/course,,,Some experience,Completed one project/course,No experience,Completed one project/course,Some experience,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,,5,4,4,4,5,5,3,5,3,4,4,4,true,false,,59ebc06d8dd4091849b470b2
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,,,Health,,,,Economics,Social Issues,Gaming,,,,,,,,I have no experience with this whatsoever.,,,,,,,,,Some experience,,,,,,Some experience,,Completed one project/course,,,,,,4,2,,3,4,5,2,3,3,3,3,2,true,false,,59ebc3d98dd4091849b470b3
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experience,,No experience,No experience,,,,,,,,,,,,Completed one project/course,,,,,,4,4,3,4,5,5,3,5,3,4,3,3,,,,59ebdb9e8dd4091849b470b9
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,,Completed one project/course,,Completed multiple projects/courses,,,,,,4,3,5,3,4,5,,,4,3,3,2,false,false,,59ebec518dd4091849b470bb
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,Health,,,,Economics,,Gaming,,Front-end Engineer,Back-end Engineer,,,,,,,,,,,,,,,,,,Some experience,Some experience,Some experience,Some experience,Some experience,,,Some experience,,,4,3,3,3,3,3,3,4,4,4,4,4,,true,false,59ec24e6678f9e39fd109d7a
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,Sports,,,,Health,Travel,Entertainment,Music,,,,,,Back-end Engineer,,,,Android,,,Some experience,Completed one project/course,,,Some experience,Some experience,,Some experience,Completed one project/course,,,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Some experience,,,,Completed one project/course,,,3,3,3,3,3,4,3,4,4,4,4,4,,true,false,59eccec3678f9e39fd109d85
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,,Travel,Entertainment,,,Social Issues,,,,Back-end Engineer,,Designer,,,,,Completed multiple projects/courses,Some experience,,Some experience,Some experience,Completed one project/course,No experience,,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,,Completed multiple projects/courses,,,4,4,4,4,3,4,2,4,5,4,3,4,true,true,false,59eccfcf678f9e39fd109d86
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,,,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,,,,,,Some experience,,,,,,,,,,,Some experience,Some experience,,Some experience,Some experience,,,,,,3,,4,3,4,5,4,5,5,4,4,4,true,false,,59ed06f0678f9e39fd109d8e
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,Health,Travel,,,,Social Issues,,,Front-end Engineer,Back-end Engineer,Data Scientist,,,Android,,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed one project/course,Completed one project/course,Some experience,Some experience,Completed multiple projects/courses,,,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,No experience,Completed multiple projects/courses,Completed one project/course,,,4,2,4,3,4,5,5,5,5,5,4,5,true,false,,59ed1a12678f9e39fd109d92
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Issues,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,59ed329d678f9e39fd109d96
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,Music,,Social Issues,Gaming,,Front-end Engineer,,,Designer,,,,Completed multiple projects/courses,Some experience,Some experience,Some experience,,Some experience,,Completed multiple projects/courses,Completed one project/course,Completed one project/course,,,Some experience,Some experience,Some experience,Some experience,,,Completed one project/course,Some experience,,,3,4,3,3,4,5,5,4,5,5,4,5,true,false,,59ed600a678f9e39fd109d9a
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,Travel,Entertainment,,,Social Issues,Gaming,AI,,Back-end Engineer,,,,,,Completed one project/course,Some experience,Some experience,,,,,,Some experience,Some experience,,,Completed multiple projects/courses,Some experience,,Some experience,Completed one project/course,No experience,,Completed multiple projects/courses,Completed one project/course,C,3,4,3,4,5,4,3,5,3,5,4,5,true,false,,59ed6335678f9e39fd109d9e
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,Arts,,,,,,Music,,,,,Front-end Engineer,,,,,,,No experience,Completed multiple projects/courses,Completed one project/course,,,,,,Completed multiple projects/courses,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,Completed multiple projects/courses,,,Completed one project/course,Completed one project/course,,5,4,4,4,5,5,4,5,3,5,4,4,,true,false,59ed828a678f9e39fd109da0
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,Health,Travel,,,Economics,,,,,Back-end Engineer,,,,,,,Completed multiple projects/courses,Some experience,Some experience,Some experience,,Some experience,,,,,,Completed one project/course,Completed one project/course,Some experience,Some experience,Completed multiple projects/courses,,,Completed one project/course,,,5,4,4,4,4,5,4,5,5,5,4,5,true,false,,59ed8a92678f9e39fd109da2
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,Politics,,,Entertainment,Music,,,Gaming,,Front-end Engineer,,,Designer,iOS,Android,,Some experience,,Some experience,,,,Some experience,,Some experience,,,,,,Completed multiple projects/courses,Some experience,Completed one project/course,Some experience,Some experience,,,,4,3,3,2,3,4,3,2,3,3,3,3,,false,,59ee3ada678f9e39fd109daf
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Some experience,Completed one project/course,Completed one project/course,Some experience,Completed one project/course,,Completed multiple projects/courses,Completed one project/course,,,Completed one project/course,Completed one project/course,Completed one project/course,Some experience,Completed one project/course,No experience,,,Some experience,,5,5,5,5,5,5,5,5,5,5,5,5,,true,false,59ee3cd8678f9e39fd109db0
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,,,Travel,Entertainment,Music,,Social Issues,,,,,,,,,,Some experience,,,,,,Some experience,,Some experience,,,,,,,Some experience,No experience,,No experience,,,,4,3,4,4,4,5,,3,4,4,4,3,false,false,,59ee4692678f9e39fd109db4
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,Gaming,,Front-end Engineer,Back-end Engineer,,Designer,iOS,Android,,,Completed one project/course,Completed one project/course,,,,,,Some experience,,,,Completed one project/course,Completed one project/course,Completed multiple projects/courses,,Completed one project/course,,,,Some experience,,5,4,4,5,5,5,5,5,4,5,4,5,,true,true,59ee5356678f9e39fd109db6
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,,,Entertainment,Music,,,Gaming,,Front-end Engineer,,Data Scientist,Designer,,Android,,Some experience,Completed one project/course,Completed one project/course,Some experience,Some experience,,Some experience,,,Some experience,,,Completed multiple projects/courses,Some experience,Some experience,Some experience,Completed one project/course,,,Completed multiple projects/courses,,,4,3,3,,4,4,5,5,4,4,,,,false,,59ee5c1e678f9e39fd109db8
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music,,Social Issues,Gaming,,,Back-end Engineer,Data Scientist,,,,,Some experience,Some experience,,Some experience,,,Completed multiple projects/courses,,,Some experience,,,Completed one project/course,Some experience,Completed one project/course,Completed multiple projects/courses,Some experience,,Some experience,Some experience,,,4,3,4,3,4,2,,4,3,5,4,2,true,false,,59eeab5d678f9e39fd109dc4
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Some experience,,,,,Some experience,Some experience,,,,,Some experience,Completed multiple projects/courses,,Completed one project/course,,,,,,5,4,5,3,5,5,5,5,3,5,5,5,,,,59eeb724678f9e39fd109dc7
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,,Some experience,,,,,,2,,,,,,,,,,,,,,,59eebe89678f9e39fd109dcb
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Completed one project/course,Completed one project/course,,,,Some experience,,Some experience,,,,Some experience,Completed multiple projects/courses,Completed one project/course,No experience,Completed multiple projects/courses,,,,Completed one project/course,,4,,2,3,5,4,2,3,4,3,2,2,,,,59eec4f6678f9e39fd109dcc
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,,,,,Entertainment,,,,,,Front-end Engineer,,,,,,,,Completed one project/course,Some experience,,,,,,,,,,Completed one project/course,Some experience,Completed one project/course,,,,,,,,5,3,5,5,5,5,5,5,4,5,5,4,true,false,,59eecb95678f9e39fd109dcf
221,,,,,,,,,,,,,,,,,Ninja Coders,Data Visua,"Java, JavaScript, HTML/CSS",Front-end Engineer,,,Designer,,,,Quite Experienced,"59ef928f678f9e39fd109dee, 59eee924678f9e39fd109dd4",,,,,,,Arts,Finance,,Health,Travel,Entertainment,Music,Economics,,,,Front-end Engineer,,,,,Android,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,No experience,Completed multiple projects/courses,No experience,Some experience,Some experience,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,,5,5,4,5,5,3,5,5,4,5,4,4,,true,true,59eee924678f9e39fd109dd4
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,Finance,,,Travel,Entertainment,Music,Economics,,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59ef3985678f9e39fd109dd5
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Front-end Engineer,Back-end Engineer,,Designer,,Android,,,Completed one project/course,Completed one project/course,,,,,,Some experience,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,Completed one project/course,Completed multiple projects/courses,,,5,3,5,3,5,5,,3,3,3,3,3,true,false,,59ef4aa0678f9e39fd109dd6
224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,Arts,,Politics,,,,,,Social Issues,Gaming,,,,,Designer,,,,,No experience,,,,,,,,,,,,,,,Some experience,,,,,,3,4,4,4,4,3,,4,2,4,4,4,true,false,,59ef5493678f9e39fd109dd8
225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Issues,Gaming,,Front-end Engineer,,,,,,,,Some experience,,Some experience,,No experience,,,,,,,Some experience,Some experience,Some experience,Some experience,Some experience,,,Some experience,,,2,2,2,,4,4,,5,3,4,3,4,true,false,,59ef58ce678f9e39fd109dda
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,Politics,,Travel,Entertainment,,Economics,Social Issues,,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,Completed one project/course,Completed multiple projects/courses,Some experience,Some experience,Some experience,Some experience,Completed one project/course,Completed one project/course,Completed one project/course,Completed one project/course,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,,5,4,4,4,2,3,4,5,2,5,3,4,true,false,,59ef6624678f9e39fd109ddd
227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Completed one project/course,,,,,,,,,,3,3,,3,,,,,,,,59ef717a678f9e39fd109de4
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,Social Issues,,,Front-end Engineer,Back-end Engineer,,,,Android,,,Completed one project/course,Completed one project/course,,,,,,,Completed multiple projects/courses,,,Completed one project/course,,Some experience,Completed one project/course,Completed one project/course,,Some experience,Completed one project/course,,,5,3,4,4,4,4,4,4,4,5,4,4,,true,false,59ef86a1678f9e39fd109de7
229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,59ef8dc3678f9e39fd109de9
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,Health,,,,Economics,,,,,,Data Scientist,,,Android,,,,Some experience,Some experience,,,,,,,,,Some experience,,Completed one project/course,Completed one project/course,Completed one project/course,,,Completed one project/course,,,3,2,3,2,2,5,2,5,3,3,3,3,true,false,,59ef9067678f9e39fd109deb
231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,Sports,Arts,,,,Travel,Entertainment,Music,,,Gaming,,Front-end Engineer,Back-end Engineer,,,iOS,Android,,Some experience,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Some experience,Completed one project/course,Some experience,,,No experience,,,Some experience,Completed one project/course,Completed multiple projects/courses,,Completed multiple projects/courses,,,Completed multiple projects/courses,Some experience,,5,4,4,5,5,5,5,5,5,5,5,5,false,false,,59efa1c3678f9e39fd109def
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Consulting, Software Engineering",Front-end Engineer,Back-end Engineer,,Designer,,,,Completed one project/course,Some experience,Some experience,Some experience,,Some experience,Some experience,Some experience,,,,,Completed multiple projects/courses,Some experience,Completed one project/course,,Completed multiple projects/courses,Some experience,,,,,5,4,5,5,5,5,3,5,5,5,5,5,,true,false,59efb08a678f9e39fd109df5
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,,Politics,Health,Travel,Entertainment,Music,,Social Issues,,,,Back-end Engineer,,,,,,,,,,,,,,,,,,Some experience,,Some experience,,,,,Some experience,,,,,,,,,,,,,,,false,false,,59efb9e4678f9e39fd109df6
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back-end Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59efcfdb678f9e39fd109dfc
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,59efef92678f9e39fd109dff
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,,Some experience,Completed one project/course,,Completed one project/course,,No experience,,,,Completed multiple projects/courses,Completed multiple projects/courses,,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,,4,3,4,3,5,5,5,5,5,5,5,5,,,,59f01286678f9e39fd109e06
237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,,Travel,,,,,Gaming,,Front-end Engineer,Back-end Engineer,,,iOS,,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,Completed one project/course,Completed one project/course,,Completed one project/course,Completed multiple projects/courses,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,,Completed one project/course,Some experience,Completed multiple projects/courses,,4,4,4,4,5,5,5,5,5,5,5,4,true,false,,59f031d2678f9e39fd109e09
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,Politics,Health,Travel,Entertainment,Music,Economics,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,Designer,,,,Some experience,Completed one project/course,,,,Some experience,,,,,,,Completed multiple projects/courses,Completed one project/course,,,Completed one project/course,,,Some experience,,,4,5,4,5,5,5,5,5,5,5,4,4,true,false,,59f0df70678f9e39fd109e11
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
